success_status,total_time_sim,total_time_run,total_error_position,total_error_orientation
0,87.6,90.0954778194,0.6335011516,22.3245292884
0,88.8,91.1708569527,0.5902967708,18.2459876577
0,52.6,54.8882830143,0.4573299173,12.0655013883
0,160.2,162.7771110535,0.6832865459,71.296215392
0,91,93.3843557835,0.647035164,23.7609899982
0,123.6,126.1856460571,0.6976659098,35.99849164
0,92.2,94.6107361317,0.603550497,15.9706606359
0,123.6,126.0797109604,0.6643252382,39.0194606338
0,120.4,122.8571829796,0.6891748251,35.4084285625
0,89.4,91.7957551479,0.5814095366,18.8540333869
0,89,91.374215126,0.6464253597,28.8224857609
0,123,125.4560520649,0.6766169971,44.8773316878
0,87.2,89.5638167858,0.6340111585,22.7584795748
0,87.6,89.9628529549,0.6243909157,28.2500870582
0,90.6,93.4923410416,0.6191943213,30.120562588
0,125.8,128.2394089699,0.6564112132,47.8629405905
0,86.8,89.2066240311,0.6003113455,15.9451316151
0,88.2,90.5754590034,0.6224269581,29.104190423
0,127.6,130.0513739586,0.6723261322,40.4726991679
0,53.6,55.9344940186,0.4837339006,14.4940391266
0,88.6,90.9862978458,0.5910331612,18.5301827182
0,180.2,182.7776639462,0.6688713335,83.9813684233
0,90.2,92.574450016,0.6398962174,20.9044540274
0,129.4,131.8656511307,0.6469508656,44.3759830013
0,122.4,124.8405270576,0.656974133,42.8464991772
0,90,92.4093589783,0.5861185969,18.9287509394
0,126.6,129.058743,0.7045044196,33.7328966442
0,120.6,123.0613119602,0.6841974636,40.8091032082
0,90.8,93.1845610142,0.6490125494,20.340124039
0,88.6,90.9904470444,0.6432925801,25.8486229992
0,125,127.4655280113,0.685728244,32.6568682306
0,125,127.4530260563,0.6230764333,58.244932223
0,119.6,122.0209989548,0.6465236218,53.7642545069
0,124.6,127.0529141426,0.6565855099,43.4540218283
0,119.8,122.2341248989,0.6679242659,43.2880264147
0,120.6,123.0431640148,0.7006904013,30.5276043299
0,87,89.36028409,0.5912753429,18.2742146573
0,88.8,91.1585218906,0.6335990959,22.3179644259
0,87.6,89.9757130146,0.6164750203,30.7062001999
0,87.4,89.7851891518,0.6284241403,28.4819818074
0,126.2,128.6445360184,0.7190077184,30.5706408774
0,121.4,123.8610599041,0.646480563,51.5662782468
0,91,93.3892939091,0.6456430388,20.2606386723
0,53.2,55.5197398663,0.4980311462,11.1210668519
0,89.4,91.7851560116,0.6447048434,23.0659151217
0,90.2,92.5924429893,0.6176465406,30.0095563568
0,124,126.4304230213,0.6905982647,31.5455311621
0,121.6,124.0319459438,0.6906144402,34.2780059585
0,87.2,89.6171278954,0.6358955291,21.717272402
0,53.2,55.5152769089,0.4804529293,16.5038965463
