success_status,total_time_sim,total_time_run,total_error_position,total_error_orientation
0,180.2,184.8589630127,2.0663910479,117.0755095771
0,180.2,183.9674298763,2.06692977,117.2176251792
0,180.2,292.5505230427,1.8573629958,108.2076133295
0,180.2,183.9158360958,1.8428902318,104.4461684966
0,180.2,271.6264569759,2.0720561525,118.7493801536
0,180.2,183.8805310726,1.829096174,101.0706466649
0,180.2,183.9601919651,2.0614955295,115.757944615
0,180.2,183.9221179485,2.0572202092,114.5039858426
0,180.2,183.9017701149,1.815975,97.9441860579
0,180.2,183.9751439095,1.8189755657,98.6279339017
0,180.2,183.9935860634,1.8155896181,97.8380314886
0,180.2,183.9462909698,2.0494030127,112.2853189707
0,180.2,316.4781608582,2.0735629147,119.3468469696
0,180.2,183.9439389706,1.830242831,101.3257252853
0,180.2,184.0212290287,2.0484549116,112.0802857527
0,180.2,184.0485260487,2.0572544058,114.4558033669
0,180.2,184.1001470089,0.7233762422,50.8273250662
0,180.2,184.0405750275,1.831069239,101.4963221852
0,180.2,184.1252081394,1.8484788814,105.8214531203
0,180.2,184.1906938553,2.0681017177,117.7663800427
0,180.2,184.1260941029,1.8231908852,99.63226282
0,180.2,393.3159279823,2.1130110684,135.8643772946
0,180.2,184.1913471222,2.0477836987,111.8826791829
0,180.2,384.6445457935,2.0700795511,118.1779184524
0,180.2,184.3242731094,1.8106872241,96.7282847074
0,180.2,394.6899330616,1.8617132117,109.3431902849
0,180.2,184.3805608749,2.0695574424,118.0677630845
0,180.2,184.3557291031,1.8463005291,105.2683658244
0,180.2,184.4533698559,2.057784085,114.7258494004
0,180.2,184.442332983,1.8312972529,101.5776847086
0,180.2,184.4997329712,2.0550998348,113.8272871159
0,180.2,184.6234920025,1.8510685602,106.3844852341
0,180.2,184.6442480087,1.5972154907,89.913989774
0,180.2,184.6570248604,1.8161763122,97.9910363546
0,180.2,184.7948210239,2.0587354007,114.946661034
0,180.2,394.7097930908,2.0799575232,121.2375552488
0,180.2,184.7888071537,0.6971783582,47.9414696719
0,180.2,184.9802429676,1.8290225634,101.104196811
0,180.2,184.8931159973,1.8351779529,102.5231793479
0,180.2,185.0300550461,1.5930805374,89.7291095018
0,180.2,184.9692370892,1.8191363719,98.6945096381
0,180.2,185.0080370903,1.8193324638,98.7188554019
0,180.2,185.1278429031,2.0607502168,115.4790040673
0,180.2,185.2042589188,1.8514583996,106.6287921163
0,180.2,185.2832038403,2.048912616,112.229313145
0,180.2,185.28480196,2.0651599633,116.7869360228
0,180.2,185.3814940453,2.0466147947,111.625283205
0,180.2,185.3790619373,1.8487888855,105.9438208127
0,180.2,412.29373312,2.0785829178,120.8533940074
0,180.2,350.4328570366,2.0701389217,118.1454234693
