success_status,total_time_sim,total_time_run,total_error_position,total_error_orientation
0,133.2,137.1429319382,1.0783537477,46.661113724
0,180.2,184.0672290325,0.9721135205,49.0281966199
0,132.2,136.0121910572,1.1514771811,42.5188346172
0,116.4,120.3148829937,1.123254098,64.9521273567
0,92.2,95.9663910866,0.9569414988,61.2529517825
0,88.2,94.7552480698,0.8865389577,58.8983722489
0,88.8,92.2744171619,0.8747259502,54.6167900327
0,165.2,169.4215071201,1.0837525622,44.0071202064
0,88.6,92.0943729877,0.8696460583,51.3697520718
0,167.8,171.4063539505,1.1210427427,51.0226248195
0,132,135.7335629463,1.1405727298,47.2543331752
0,89.2,92.760117054,0.9465253181,47.9689705495
0,130.2,133.8722507954,1.2181773097,48.9912425461
0,90.8,94.5185470581,0.8604031019,50.9235792105
0,60.8,64.4011981487,0.9353266245,18.7422079384
0,129.2,132.94790411,1.0932343897,52.8617208741
0,89.8,93.7541370392,0.8328234032,63.3417169837
0,163.4,168.2292981148,1.2245705255,35.4165093549
0,180.2,184.2306809425,1.1176306391,71.3748666056
0,93.8,97.7634320259,0.8864472545,51.3825836896
0,89.2,93.2326619625,0.9023958518,51.6041272384
0,130,134.1163270473,1.063007954,39.8103085389
0,130.8,135.4468560219,1.0993632275,42.7761169813
0,97.4,102.8465161324,0.9498854597,40.785974261
0,132.2,136.7269439697,1.1835044783,48.4417082581
0,96.4,101.1097729206,1.0336063655,53.7909324908
0,130,134.7026250362,1.1722529389,45.2988216596
0,131.2,136.0770909786,1.075286396,42.2851424714
0,91.6,96.7070021629,0.9106096214,57.7251834622
0,164.4,169.0776951313,1.1516098692,41.6129807602
0,95.4,100.3730289936,0.8571034662,45.9504902515
0,129.4,135.1674461365,1.0775335108,44.5353328458
0,132.4,141.2105960846,1.0523163337,46.2521961089
0,128.2,135.0885820389,1.076508729,45.7615138132
0,60.4,64.8657469749,1.1543902546,30.2389163222
0,129.4,133.9941308498,1.1318241026,51.9053579983
0,166.6,171.0724570751,1.155001423,36.8567763696
0,131.8,136.3688590527,1.0802150338,48.8081954496
0,130.8,135.2785038948,1.1051690017,55.3448639199
0,88.6,93.3802468777,1.0532447462,49.2258431096
0,130,135.5567219257,1.1272130412,46.908374705
0,131.6,136.1768679619,1.1296525572,46.5829347281
0,89.2,93.9434969425,0.9369437978,45.600329593
0,131.8,136.5801310539,0.985999155,39.9808211081
0,90,95.1123840809,0.8487325315,55.776336584
0,129.8,135.1784300804,1.1013630315,41.6089153623
0,130,135.0051670074,1.2102462565,39.2680872943
0,90.6,95.7793040276,0.9001996003,57.6455030141
0,91.4,97.8182559013,0.9357246678,42.3193779017
0,131.2,137.2719500065,1.1622467892,43.5831752535
