success_status,total_time_sim,total_time_run,total_error_position,total_error_orientation
1,83.8,215.0392091274,0.0701284821,8.4378158788
1,60,173.7214012146,0.081963978,1.669498204
1,62.8,214.8617229462,0.0357968951,4.7774491282
1,170.8,366.8105537891,0.0959241071,7.8545619019
1,156.6,313.7751331329,0.0575963676,9.0320916699
0,180.2,606.5461759567,0.8428492964,24.630799188
1,49.6,157.5547580719,0.0655685212,6.1741163731
1,60.6,154.924808979,0.0486355162,0.3475819555
0,180.2,688.622781992,0.8324751882,1.3806142679
1,61.2,158.4563069344,0.0602193583,8.6587442751
0,180.2,419.1529810429,0.1165451011,24.9488758089
1,60.8,157.7714669704,0.0373550059,1.1378386513
0,180.2,424.4532818794,0.2407436819,62.4731214741
1,72.6,186.776487112,0.0796193799,1.9623702938
1,48.4,136.4571859837,0.0465070984,0.3616814901
1,84.2,195.8674712181,0.0708755139,4.4182963477
0,180.2,650.3806350231,0.8413319245,27.1380181317
1,48.2,139.292798996,0.0804826075,0.7413606883
1,156,316.1262350082,0.0833374551,8.5714618345
0,180.2,579.3867487907,0.1238451311,25.9690682179
1,72,320.370456934,0.0532027932,1.4448936337
1,153.4,316.5605900288,0.0665564486,7.5169750854
1,126.4,228.4244110584,0.0536172001,7.7204360602
1,94.6,168.07634902,0.0789733115,2.2209405744
0,180.2,420.8558888435,0.1346283739,75.3888749038
1,97,243.1679840088,0.0564200544,8.4231648701
0,180.2,473.1606340408,0.3019358572,97.6642974484
1,115.6,287.952862978,0.0935326135,8.6547140251
1,117,423.4382221699,0.0870049801,7.9635455991
1,60.2,148.996696949,0.0428238267,0.1593909819
1,47.6,134.7778511047,0.040264014,8.9218568497
1,83.8,196.851339817,0.0958536593,8.380277847
0,180.2,554.1283390522,0.2355301525,13.8003433945
0,180.2,390.016808033,0.1296536035,66.5863724356
1,47.6,133.846296072,0.0925918599,2.2593329221
0,180.2,355.2614529133,0.2184714877,69.0922337455
0,180.2,371.2019019127,0.0841862314,24.2712886896
1,60,151.475605011,0.0383826112,6.530728051
0,180.2,437.6439299583,0.1380863531,13.6400078449
1,115.6,277.4496819973,0.078929649,7.8628066593
1,63.2,155.5054211617,0.099613903,2.5385638337
1,86.2,297.5124969482,0.0859221975,8.700334142
1,62,148.8722269535,0.0684611333,4.603073947
1,162.2,385.3018360138,0.0914089917,8.5433605075
1,60.4,154.8947818279,0.0194469726,2.5316412167
1,84.4,206.05605793,0.0703662209,8.2681420263
0,180.2,382.094192028,0.1876598481,79.5374907357
0,180.2,511.2682740688,0.2178190609,192.7168787229
0,180.2,476.4774990082,0.3699396514,150.7526464147
0,180.2,524.4877789021,0.2641063102,158.7423526423
