success_status,total_time_sim,total_time_run,total_error_position,total_error_orientation
0,12.4,20.6678459644,1.2783687875,24.1224508428
0,12.8,23.922342062,1.2715478137,31.5807032566
0,13,24.6692919731,1.2733016548,32.6691363412
0,12.8,25.1793401241,1.2766061188,32.8923355675
0,119.2,259.3638789654,0.6844638987,176.8741384271
0,16.2,50.8417868614,0.0153283223,55.8432351174
0,180.2,307.5063438416,0.3059403678,90.0747813821
0,13,25.4279129505,1.2585535697,29.1375851669
0,180.2,459.0370268822,0.5276894081,176.3215927596
0,13.2,25.9902420044,1.2286593191,31.5392598769
0,180.2,269.0319130421,0.2873762049,63.6120155405
0,12.8,24.1288189888,1.2696405863,31.1868110947
0,13.2,27.901004076,1.227261063,31.1169729799
0,13,26.2353210449,1.2618962532,30.1556522985
0,13,25.8384919167,1.2672998034,31.7043303413
0,180.2,235.2425858974,0.2894201084,82.800395969
0,87.6,7428.2324049473,0.320964761,55.3895129908
0,13.2,27.4592170715,1.174848165,31.2950312059
0,180.2,359.4558470249,0.452738894,103.9969623864
0,180.2,246.8488440514,0.2839863635,80.5128570962
0,13,25.0373959541,1.2618365758,29.5052180927
0,13,25.247781992,1.2271649111,32.2034686837
0,13,24.207567215,1.2159290776,28.0909006357
0,13,25.8573269844,1.2153294482,28.6916829766
0,12.8,24.3212089539,1.2824201836,33.7913970714
0,13,26.2825140953,1.2283495654,30.9981879412
0,13.2,27.7083699703,1.2218944526,29.4842285079
0,60.8,80.3281610012,0.8459824776,33.6700293575
0,13.2,26.2429990768,1.1739192758,31.1017891001
0,13.2,27.9004220963,1.1786402558,31.9024124263
0,13,24.6014668941,1.2694963136,32.0371617584
0,13.4,27.7976520061,1.1717942379,27.0040876395
0,13,24.9824900627,1.2267192032,31.9486026629
0,13.2,25.925360918,1.1821576222,32.9532789439
0,13,25.6196608543,1.2536505636,27.4491273449
0,13,24.6753749847,1.2360272442,33.4007180893
0,180.2,323.1264491081,0.2826514997,50.7881564809
0,13,24.8339800835,1.2519704339,36.0095484583
0,13.2,28.0256230831,1.21496769,27.7003903894
0,99.4,158.3675229549,0.2895219953,46.8265171596
0,13.2,26.9527218342,1.2196957742,29.1189012684
0,13,25.4254689217,1.277513566,33.7438658327
0,13,23.0353980064,1.1949969792,33.5898647257
0,44,82.0129780769,0.3106500813,53.7200245875
0,12.8,22.9352118969,1.2637851636,29.3994556759
0,13,24.6721692085,1.2250764539,30.8354168442
0,13,25.4811739922,1.2167981203,28.6384118307
0,13.4,28.3126959801,1.1731635246,30.3344761305
0,13.2,27.0988368988,1.2157492401,27.6413045978
0,13,25.7150621414,1.2192450877,28.8270664603
0,12.8,24.7359538078,1.2696369749,30.9474300986
0,13.2,28.4733660221,1.2184983282,28.7310592526
0,13,26.5589690208,1.2631625646,29.9984140351
0,13.2,26.6901650429,1.1819802632,32.1278562088
0,129.2,261.5582609177,0.5819614374,183.3217909525
0,180.2,359.7121999264,0.5481339287,180.0816190347
0,180.2,349.9916000366,0.5322090239,170.8380825293
0,180.2,335.6448359489,0.5031739811,172.036237107
0,180.2,401.1325800419,0.2324429666,188.7599749666
0,44,323.3009090424,0.2816667119,50.5930904517
0,90.2,151.760174036,0.2479352149,53.1851864202
0,180.2,461.3545610905,0.4654110467,86.1201020652
0,73.6,121.5017740726,0.2713274667,86.5128605628
0,180.2,374.6102120876,0.5357269093,183.7659457546
0,70.2,264.8101701736,0.0657897811,71.5041671088
0,59.6,104.85125494,0.005187465,62.6238400954
0,180.2,377.8370461464,0.5456708135,181.8696666601
0,104.6,191.1554179192,0.308780816,58.8910390014
