success_status,total_time_sim,total_time_run,total_error_position,total_error_orientation
0,180.2,182.1151680946,1.1277169981,60.8642925108
0,180.2,181.9689819813,1.3238093203,54.9237671828
0,180.2,181.9945800304,1.031066931,65.9285563426
0,180.2,181.9597709179,1.0464474864,61.7965533424
0,180.2,181.9931299686,1.0558147456,61.035048324
0,180.2,181.9616408348,1.1008530781,71.7186630785
0,180.2,181.9429671764,1.0927523322,62.2462948998
0,180.2,182.0478429794,1.0771072261,68.8714895282
0,180.2,182.0154831409,1.0997353655,76.2207251367
0,180.2,182.0075321198,1.380486941,62.521682366
0,180.2,181.9875671864,1.1080377827,76.9965698961
0,180.2,182.0009748936,1.3536771888,56.3372413571
0,180.2,182.0195770264,1.3472813957,62.1211029571
0,180.2,182.0256931782,1.071279041,85.1901046023
0,180.2,182.049227953,1.0870041592,83.2476864526
0,180.2,182.0751829147,1.2824256884,51.3759037264
0,180.2,182.0173509121,1.183082662,106.9048301688
0,180.2,182.133081913,1.0723158241,80.9895485095
0,180.2,182.1149919033,1.1062453784,81.2634336912
0,180.2,182.1219930649,1.3800243422,63.9757370962
0,180.2,182.1487059593,1.1005394862,83.5694369943
0,180.2,182.246929884,1.0594371752,60.3451823932
0,180.2,182.195291996,1.0413587071,66.0901315173
0,180.2,182.2497990131,1.0992769493,85.5992944048
0,180.2,182.3146691322,1.0541215452,68.5421496684
0,180.2,182.2831990719,1.0441172604,57.8929252211
0,180.2,182.4135141373,1.0738549358,81.098781959
0,180.2,182.3029029369,1.0924263125,77.2253643922
0,180.2,182.3125469685,1.0663424537,57.5554333239
0,180.2,182.6140398979,1.0734354102,68.0371737166
0,180.2,182.4856829643,1.0552937735,68.5342091557
0,180.2,182.5402059555,1.1418572084,90.6966570299
0,180.2,182.5707170963,1.1052015405,82.1384738151
0,180.2,182.5434379578,1.1147545099,86.9450848868
0,180.2,182.8675570488,1.0524046195,71.929004338
0,180.2,182.8274540901,1.309963784,57.764153045
0,180.2,182.824999094,1.3202177959,59.5104903469
0,180.2,182.9212758541,1.0938955595,56.6057004695
0,180.2,183.3854792118,1.1067463718,69.8345415381
0,180.2,182.7724370956,1.1093393441,84.099975595
0,180.2,183.0528800488,1.3684664215,61.2521658435
0,180.2,183.5094840527,1.0567626872,64.9154145947
0,180.2,183.1363520622,1.0845960771,61.94553599
0,180.2,183.4883129597,1.1041472399,73.4664792959
0,180.2,183.7089941502,1.0810148481,73.3483223204
0,180.2,183.3898160458,1.1069679975,70.9869167218
0,180.2,183.4243459702,1.3564600836,55.5976948065
0,180.2,184.2817518711,1.0359486633,70.026771333
0,180.2,183.6433341503,1.1288669777,82.4393904178
0,180.2,184.1846418381,1.0252444241,65.345532927
