success_status,total_time_sim,total_time_run,total_error_position,total_error_orientation
0,180.2,190.8170289993,0.7946687149,69.5061977703
0,180.2,189.8660068512,0.7946653824,52.8773915144
0,180.2,189.8760869503,0.8501690921,75.6235771552
0,180.2,189.8826639652,0.9126236816,85.5818079697
0,180.2,189.8836340904,1.1567438006,87.5743563002
0,180.2,189.8825528622,0.7491595143,67.046745688
0,124,133.5976440907,1.4141480034,142.4074625541
0,180.2,189.9874389172,0.7746613956,55.9894470923
0,180.2,189.8394839764,0.9852439347,56.8875872594
0,180.2,189.8526799679,0.8468664972,47.5530332953
0,180.2,190.0094938278,0.9492123243,67.845825798
0,180.2,189.8918530941,0.8261738042,55.4576129069
0,180.2,189.9256639481,0.9327395489,90.4709867538
0,67.8,77.26156497,1.0354803767,53.0579621931
0,180.2,189.8539168835,0.7882559627,80.0970109592
0,180.2,189.9484269619,0.9064222527,81.7008963653
0,180.2,190.0307209492,0.9014169499,54.7786024663
0,180.2,189.9437110424,0.8359237814,86.006370949
0,180.2,189.9720900059,0.8781572628,95.9972323018
0,120.8,130.5753591061,1.3304839385,138.1786851007
0,180.2,189.9546141624,0.7964590359,78.3480989893
0,180.2,190.0220630169,1.0332426228,58.127320231
0,180.2,190.4749619961,0.9593800663,70.1520347907
0,180.2,189.8926739693,0.8607057092,75.4571786462
0,180.2,189.8838400841,0.760643851,37.6023260025
0,180.2,190.1289000511,1.0062266092,98.3977131747
0,180.2,190.2191090584,0.8187979871,69.7842000675
0,180.2,191.5754380226,1.0083445848,101.2897230458
0,180.2,190.2579498291,0.9429882678,69.4409374551
0,180.2,189.9900360107,1.1301374477,115.4465875322
0,180.2,190.0568261147,1.0927443264,105.9933142629
0,180.2,190.1021308899,0.7037976652,79.6089994091
0,180.2,191.9164719582,1.0908731736,64.5027637904
0,180.2,190.1945569515,0.885497223,75.8171274273
0,180.2,189.9156939983,0.861803449,71.1527527149
0,180.2,190.0819349289,1.1247387186,69.1333576661
0,180.2,190.2037110329,1.054021353,98.2720943472
0,180.2,189.9923200607,0.8984798011,77.7554166385
0,180.2,190.6429009438,0.9468229074,62.6885158179
0,180.2,190.5137300491,0.8904506984,76.9236605574
0,146.4,157.282335043,1.4027182225,145.3834302098
0,180.2,190.025496006,0.9337035251,70.525426232
0,34.2,43.7988140583,1.0812321888,59.3795119557
0,180.2,190.52293396,0.9809433874,53.8048472074
0,180.2,190.2372729778,0.7953874295,30.4298138916
0,180.2,190.316947937,0.8791008942,75.9889719949
0,180.2,190.9140281677,0.9794484154,93.4312296323
0,180.2,190.4737999439,0.9552704518,71.4519686961
0,180.2,191.0048828125,0.8962655724,56.3324400331
0,180.2,191.1804921627,0.8304782254,51.890869565
